,TIC ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
323,257567854,20190415,,6446-00326-1,331-003929,03311633-2349109,,J033116.32-234911.1,5086537022856406272,10177763,,STAR,tmgaia2,52.8180290616604,-23.8196782223187,tmgaia2,1.77077,0.0710531,-26.5162,0.0591329,gaia2,3.12015,0.0545003,gaia2,216.796208914494,-53.9233309886984,42.5818059616125,-41.334676213336,12.379,0.356,11.99,0.025,,,,,,,,,,,10.634,0.021,10.392,0.023,10.318,0.02,AAA-222-111-000-0-0,,10.312,0.023,10.352,0.02,10.379,0.06,8.595,,11.5821,0.000666,11.185,0.0073,rered,spect,6153.0,107.998,4.35436,0.0790577,0.26,0.03,1.19109,0.0504397,1.17,0.16388,0.692389,0.145932,DWARF,1.83203042,0.09010375,317.652,5.5425,0.0245124,0.006152875,34.0,0.007853121,,,0.00082584616,0.00638547,0.00592028,panstarrs,0.158552,0.169209,0.0623156,0.0385638,0.100496,0.191369,0.0526754,0.10544,0.0632295,0.116978,5.447,5.638,bj2018,115.363,100.633,spect,11.8941,0.000939,11.1397,0.000723,1,,tycho2v3,tycho2b3,,1.12579178463401,0.916909115421785,52.8180373956935,-23.8197923892911,0.0232138401935284,0.0253018576305671,1,0,522879330
324,166833457,20190415,,,279-003963,03534291-3419414,,J035342.94-341941.6,4859136199796131200,15063157,,STAR,tmgaia2,58.4288359845908,-34.3282182116387,tmgaia2,33.6271,0.0302828,-12.4046,0.0378193,gaia2,3.52049,0.0202761,gaia2,234.933813349796,-50.5029148183395,44.2515253135048,-52.870268873906,13.746,0.032,13.252,0.069,,,,,,,,,,,11.691,0.027,11.295,0.021,11.284,0.023,AAA-222-111-000-0-0,,11.229,0.023,11.258,0.021,11.234,0.125,8.789,,12.8678,0.000194,12.3943,0.006,rered,gaia2,5526.0,126.747,4.71182,0.0786654,,,0.718635,0.0359297,0.97,0.123407,2.61364,0.572573,DWARF,0.433865964,0.0140891,281.742,1.6215,0.00401875,0.01014023,45.0,0.00211760518,,,0.000987442,0.0107199,0.00956056,schlegel,0.104312,0.142502,0.0287518,0.0431075,0.659305,0.485842,0.0906301,0.0667007,0.0162075,0.0119707,1.612,1.631,bj2018,105.93,147.565,dered,13.2447,0.001317,12.337,0.001096,1,,ucac4,apassdr9,,0.491462859257316,0.586487319967141,58.4290113051609,-34.3282716204585,0.0140274089622013,0.0183829546459936,1,0,524258564
325,176984236,20190415,,8907-00679-1,119-011795,06473825-6619420,,J064738.26-661941.9,5281979161764966272,32466770,,STAR,tmgaia2,101.909535392822,-66.3283246256499,tmgaia2,-4.0,2.5,1.8,2.3,tycho2,,,,276.626838161389,-25.0584074013282,182.676390753717,-85.2420822736625,11.579,0.128,11.03,0.009,,,,,,,,,,,10.079,0.023,9.804,0.024,9.793,0.024,AAA-222-111-000-0-0,,9.735,0.022,9.756,0.02,9.779,0.037,9.139,,10.9205,0.000522,10.5683,0.006,gbprp,splin,6138.0,,,,,,1.29372,,,,,,DWARF,,,266.9,,,,177.0,0.08525832,,,0.003910021,,,,,,,,,,,,,,,,,,,dered,11.1683,0.001259,10.5014,0.000654,0,,tycho2v3,tycho2b3,,46.3334195363786,35.7142321797037,101.909492497594,-66.3283168756557,1.90166391157939,2.14099980985225,1,-1,573019918
326,153065527,20190415,,,239-003099,03170297-4214323,,,4851053999056603904,19743291,,STAR,tmgaia2,49.2624003935154,-42.2423717108197,tmgaia2,41.6746,0.0551599,-412.827,0.0739723,gaia2,32.1671,0.0350084,gaia2,249.55960689826,-56.8079017479977,27.1009286900867,-57.1318292604045,15.237,0.072,13.773,0.038,,,,,,,,,,,9.695,0.023,9.128,0.023,8.848,0.021,AAA-222-111-000-0-0,,,,,,,,,,12.5528,0.000332,11.2828,0.00728556,cdwrf,cdwrf,3324.0,157.0,4.83718,0.0026576,,,0.388609,0.0116001,0.378565,0.0202713,6.45063,0.232111,DWARF,0.0166098028,0.00415277,31.0597,0.03405,,,36.0,0.009102005,,,0.005214552,,,,,,,,,,,,,,0.034,0.0341,bj2018,,,cdwrf,14.0662,0.001784,11.3571,0.001026,1,,cdwrf,apassdr9,cooldwarfs_v8,0.916947937674658,1.14707459672288,49.2626427688435,-42.2441491606721,0.0267518929410715,0.0339981617963135,1,0,522216846
327,349518800,20190415,,,140-010186,07245082-6205329,,J072450.82-620532.8,5291868311081819648,29919782,,STAR,tmgaia2,111.211814611496,-62.0924878583018,tmgaia2,-10.1421,0.0245381,13.2412,0.0269812,gaia2,1.01336,0.0127308,gaia2,273.401724532637,-20.0259706181441,163.920909729384,-79.8490913864485,13.969,0.032,13.376,0.092,,,,,,,,,,,12.107,0.023,11.861,0.027,11.737,0.026,AAA-222-111-000-0-0,,11.623,0.022,11.669,0.021,11.593,0.099,9.179,,13.2307,0.000222,12.7862,0.006,rered,gaia2,6317.0,127.865,3.99236,0.085101,,,1.86023,0.0865628,1.24,0.185627,0.192629,0.0438592,DWARF,4.964448,0.2479565,959.461,11.809,0.147515,0.009768275,155.0,0.269848883,,,0.0005433243,0.0109216,0.00861495,schlegel,0.162853,0.2084,0.0786588,0.0944668,0.0415895,0.0461289,0.0850642,0.0851378,0.243311,0.252602,11.667,11.951,bj2018,136.232,119.497,dered,13.5711,0.00173,12.7206,0.000661,1,,ucac4,apassdr9,,0.444077118577959,0.418456062750729,111.211721314245,-62.0924308476105,0.011301229097859,0.0143890006213748,1,0,595655820
328,176778112,20190415,,7025-00175-1,272-003184,03111871-3537409,,J031118.67-353741.0,5047972477144240512,17509810,,STAR,tmgaia2,47.8279848849345,-35.6280615798737,tmgaia2,-46.296,0.0314331,-1.59511,0.0385619,gaia2,9.06281,0.025624,gaia2,237.677793240854,-59.1395979463544,30.4645299223675,-50.7212693518887,11.031,0.068,10.263,0.005,,,,,,,,,,,8.982,0.027,8.683,0.023,8.605,0.023,AAA-122-111-000-0-0,,8.552,0.022,8.598,0.02,8.549,0.021,8.37,0.205,10.0721,0.000247,9.6114,0.006,rered,gaia2,5629.0,133.816,4.45303,0.0750179,,,0.982925,0.0502688,1.0,0.121046,1.05303,0.222827,DWARF,0.8738972,0.0290196,109.991,0.3125,0.0102813,0.01008449,33.0,0.005537017,,,0.00345138856,0.00652388,0.0136451,schlegel,0.11326,0.128831,0.0440879,0.0564497,0.22286,0.222794,0.074983,0.0750528,0.0249207,0.0331185,0.312,0.313,bj2018,106.502,161.13,dered,10.4469,0.000679,9.56578,0.000873,1,,tycho2v3,tycho2b3,,0.511991961109564,0.598041703875388,47.8277396509458,-35.628068447957,0.0157670062382155,0.0199322089813053,1,0,521804521
329,167754523,20190415,33392.0,8908-00642-1,147-008750,06564360-6041128,,J065643.59-604115.7,5479504437127465088,29893371,,STAR,tmgaia2,104.181646593159,-60.6869882693656,tmgaia2,3.11714,0.0442594,-224.185,0.0381131,gaia2,18.7318,0.0211069,gaia2,270.862741513952,-22.8018218520299,143.533365613451,-81.4224098171718,10.944,0.035,10.05,0.03,,,,,,,,,,,8.277,0.021,7.822,0.029,7.683,0.026,AAA-111-111-000-0-0,,7.525,0.031,7.63,0.02,7.582,0.016,7.46,0.096,9.74846,0.000582,9.1536,0.006,gbprp,spect,4986.0,133.08,4.62707,0.0909779,-0.09,0.06,0.728459,0.0500503,0.82,0.0959432,2.12128,0.557562,DWARF,0.295470685,0.009413645,53.3027,0.0604,,,151.0,0.055277463,,,0.0208970532,,,,0.0796754,0.112211,0.043393,0.0567075,0.538301,0.576824,0.0950793,0.0868765,0.008889,0.00993829,0.0603,0.0605,bj2018,143.42,122.74,spect,10.2774,0.002682,9.10897,0.002381,1,,hipvmag,apassdr9,,0.795175824186426,0.591103012995757,104.181674006465,-60.6879535103484,0.0202440062393318,0.0203373028781872,1,0,577843578
330,206466531,20190415,,8500-00839-1,186-003505,03471564-5259065,,J034715.62-525906.6,4732891099328728832,24708503,,STAR,tmgaia2,56.8151995225024,-52.9851523804976,tmgaia2,-26.1938,0.0375753,-12.7877,0.0445812,gaia2,4.45258,0.023638,gaia2,263.768565370731,-48.5728855111008,23.7000214165563,-68.9083310856154,11.039,0.084,10.54,0.006,,,,,,,,,,,9.531,0.023,9.297,0.024,9.219,0.023,AAA-222-111-000-0-0,,9.193,0.023,9.226,0.02,9.204,0.03,8.48,,10.3761,0.000409,10.0081,0.006,rered,spect,6364.3,98.3123,4.29143,0.0818361,-0.16,0.1,1.3342,0.0548342,1.27,0.189232,0.534734,0.11451,DWARF,2.631123,0.1238345,223.145,1.186,0.0093813,0.01034224,42.0,0.007281418,,,0.00240807259,0.0119466,0.00873788,schlegel,0.156589,0.221876,0.0548774,0.054791,0.112731,0.11629,0.0757105,0.0879617,0.14038,0.107289,1.18,1.192,bj2018,102.951,93.6736,spect,10.6619,0.000874,9.96439,0.000874,1,,tycho2v3,tycho2b3,,0.651077300762464,0.691312490648374,56.815012189034,-52.985207438798,0.0206014771839529,0.020495717906384,1,0,523812852
331,100990000,20190415,17047.0,7575-00174-1,237-003610,03391676-4245452,,J033916.71-424546.3,4848767461548943104,19752964,,STAR,tmgaia2,54.8198409349499,-42.7625513008015,tmgaia2,-51.6637,0.0443452,-110.627,0.0621482,gaia2,15.8999,0.0291804,gaia2,248.831229016498,-52.6999608765212,33.5477729897549,-59.5001355210963,8.792,0.027,8.27,0.03,,,,,,,,,,,7.25,0.027,7.04,0.044,6.981,0.029,AAA-111-111-000-0-0,,6.913,0.06,6.931,0.02,6.952,0.016,6.827,0.06,8.1281,0.000298,7.757,0.006,gbprp,gaia2,6161.0,120.747,4.41036,0.0805463,,,1.11672,0.0480905,1.17,0.162261,0.840133,0.183175,DWARF,1.61879385,0.05099835,62.7792,0.11585,,,31.0,7.70428451e-05,,,0.006829057,,,,0.14705,0.177471,0.0481337,0.0480472,0.173835,0.192515,0.0669383,0.0941544,0.0527656,0.0492311,0.1156,0.1161,bj2018,95.3312,146.163,dered0,8.42061,0.00136,7.71731,0.001054,1,,hipvmag,tycho2b3,,0.738466328727987,0.96372649879867,54.8195379536469,-42.7630276118991,0.0214318699331608,0.0287656325905223,1,0,523296521
332,100990000,20190415,17047.0,7575-00174-1,237-003610,03391676-4245452,,J033916.71-424546.3,4848767461548943104,19752964,,STAR,tmgaia2,54.8198409349499,-42.7625513008015,tmgaia2,-51.6637,0.0443452,-110.627,0.0621482,gaia2,15.8999,0.0291804,gaia2,248.831229016498,-52.6999608765212,33.5477729897549,-59.5001355210963,8.792,0.027,8.27,0.03,,,,,,,,,,,7.25,0.027,7.04,0.044,6.981,0.029,AAA-111-111-000-0-0,,6.913,0.06,6.931,0.02,6.952,0.016,6.827,0.06,8.1281,0.000298,7.757,0.006,gbprp,gaia2,6161.0,120.747,4.41036,0.0805463,,,1.11672,0.0480905,1.17,0.162261,0.840133,0.183175,DWARF,1.61879385,0.05099835,62.7792,0.11585,,,31.0,7.70428451e-05,,,0.006829057,,,,0.14705,0.177471,0.0481337,0.0480472,0.173835,0.192515,0.0669383,0.0941544,0.0527656,0.0492311,0.1156,0.1161,bj2018,95.3312,146.163,dered0,8.42061,0.00136,7.71731,0.001054,1,,hipvmag,tycho2b3,,0.738466328727987,0.96372649879867,54.8195379536469,-42.7630276118991,0.0214318699331608,0.0287656325905223,1,0,523296521
333,7624182,20190415,19989.0,7578-00607-1,256-004366,04171473-3850389,,J041714.74-385039.0,4844367147295252864,17540304,,STAR,tmgaia2,64.3114247812931,-38.8441688281628,tmgaia2,11.4495,0.0573172,-0.540409,0.0759239,gaia2,2.14188,0.0330016,gaia2,241.877315883876,-45.8862449429006,49.4406257636534,-58.7198497307851,8.894,,8.84,0.03,,,,,,,,,,,8.633,0.026,8.678,0.055,8.614,0.02,AAA-112-111-000-0-0,,8.594,0.023,8.623,0.021,8.612,0.023,8.542,0.268,8.8251,0.000321,8.7929,0.006,rered,gaia2,8959.0,169.105,3.80171,0.067946,,,3.12776,0.0960604,2.26,0.316889,0.07386,0.0127444,DWARF,56.7804451,3.803035,460.728,7.059,0.0159463,0.01018647,34.0,0.008849955,,,0.00101109222,0.00917714,0.0111958,schlegel,0.263219,0.37056,0.113986,0.0781347,0.0114415,0.0140472,0.0852474,0.0506447,3.74065,3.86542,6.953,7.165,bj2018,198.489,139.722,dered,8.87427,0.001485,8.76706,0.001685,1,,hipvmag,apassdr9,,0.942391261881566,1.17721614124582,64.311488074818,-38.8441711549409,0.0263481623616458,0.0305200208306853,1,0,525768963
334,170634116,20190415,,7038-00834-1,297-004705,04252901-3036016,,J042529.01-303601.5,4884779765893739904,15080827,,STAR,tmgaia2,66.3709034602827,-30.6004474892887,tmgaia2,-0.369252,0.0467624,2.62287,0.0604538,gaia2,4.02497,0.0294686,gaia2,230.541919277119,-43.4449152862731,56.4889667176285,-51.3264421800115,10.451,0.054,10.044,0.004,,,,,,,,,,,9.299,0.022,9.123,0.023,9.056,0.023,AAA-222-111-000-0-0,,9.03,0.023,9.045,0.021,9.011,0.028,8.063,0.178,9.97202,0.000303,9.6757,0.007,rered,spect,7002.0,159.927,4.28195,0.0906888,0.19,0.1,1.48532,0.0727839,1.54,0.26965,0.469962,0.111428,DWARF,4.777732,0.2114345,246.69,1.807,0.0177635,0.005018345,44.0,0.000825568,,,0.00180863589,0.00340769,0.006629,panstarrs,0.17428,0.36502,0.0856171,0.0599508,0.126583,0.0962723,0.103148,0.0782297,0.181273,0.241596,1.794,1.82,bj2018,142.577,177.277,spect,10.1969,0.00066,9.63387,0.000823,1,,tycho2v3,tycho2b3,,0.751721794153905,0.937367552119894,66.3709016132225,-30.6004361963761,0.0201629101610532,0.0250079590937091,1,0,526460544
335,325680697,20190415,,5284-00378-1,390-002755,02272480-1202200,,J022724.84-120220.1,5171630735987857152,5100869,,STAR,tmgaia2,36.8533730811214,-12.0389434407674,tmgaia2,48.1629,0.0658698,3.01501,0.062443,gaia2,8.65761,0.0400317,gaia2,183.784181586544,-62.9119402614311,30.1857215069153,-25.1312008750152,10.212,0.061,9.581,0.004,,,,,,,,,,,8.588,0.029,8.325,0.023,8.264,0.023,AAA-111-111-000-0-0,,8.205,0.023,8.221,0.021,8.213,0.022,8.039,0.267,9.5525,0.000279,9.15779,0.0062,rered,spect,5773.74,119.254,4.27286,0.0754332,,0.1,1.23047,0.0574598,1.035,0.124826,0.555551,0.114463,DWARF,1.51589012,0.04507115,115.124,0.5345,0.00674262,0.00373497,35.0,0.019766422,,,0.00247235643,0.00240249,0.00506745,panstarrs,0.0921939,0.157459,0.0565251,0.0583945,0.105121,0.123804,0.0642748,0.0865916,0.0392056,0.0509367,0.532,0.537,bj2018,76.7744,161.734,spect,9.86413,0.001462,9.11462,0.002476,1,,tycho2v3,tycho2b3,,1.02730335218957,0.968300059489575,36.853585112572,-12.0389304595543,0.0368430374129978,0.0289731493846303,1,0,519592496
336,152476657,20190415,,8068-01208-1,221-004246,04102785-4553535,,J041027.87-455353.6,4837286842167819776,22200409,,STAR,tmgaia2,62.6160665613116,-45.8982154019012,tmgaia2,2.37925,0.0347301,-6.51059,0.0453646,gaia2,2.59467,0.0218854,gaia2,252.186847871595,-46.684074893671,41.3104150336016,-64.7768809297971,11.483,0.109,10.96,0.007,,,,,,,,,,,10.148,0.024,9.982,0.034,9.877,0.023,AAA-222-111-000-0-0,,9.801,0.023,9.822,0.019,9.808,0.033,9.281,,10.8989,0.000327,10.5831,0.006,rered,gaia2,6572.0,129.762,4.1187,0.0862491,,,1.68443,0.07301,1.36,0.222003,0.284562,0.0647954,DWARF,4.76861763,0.2365785,381.174,3.2035,0.0118621,0.0106282048,40.0,0.064713,,,0.00106546364,0.00845821,0.0127982,schlegel,0.176237,0.267768,0.0881271,0.057893,0.0660942,0.0634966,0.0945864,0.0779118,0.247134,0.226023,3.177,3.23,bj2018,102.708,156.817,dered,11.1349,0.001039,10.5363,0.001027,1,,tycho2v3,tycho2b3,,0.584882562946079,0.703451320686361,62.6160812810638,-45.8982434336093,0.0186337780962658,0.020542879148147,1,0,525282490
337,49899799,20190415,,4708-01244-1,440-004198,03152502-0210310,,J031525.03-021031.0,3262082160152897408,740878,,STAR,tmgaia2,48.8542647249497,-2.17528488224733,tmgaia2,29.7571,0.0890025,-6.85895,0.0797237,gaia2,7.54935,0.0433008,gaia2,183.239810465411,-47.4639271513317,45.7651888346191,-19.5208718885491,9.31,0.034,8.765,0.002,,,,,,,,,,,7.776,0.024,7.557,0.046,7.473,0.021,AAA-111-111-000-0-0,,7.383,0.036,7.458,0.02,7.48,0.017,7.482,0.151,8.64986,0.000245,8.28222,0.0063,rered,gaia2,6356.0,158.279,4.01866,0.0905633,,,1.82141,0.0819397,1.263,0.203713,0.209017,0.0500939,DWARF,4.87803364,0.308502,131.962,0.76,0.0401572,0.02176555,34.0,0.00042232775,,,0.00196505082,0.0278045,0.0157266,panstarrs,0.187514,0.219912,0.0872181,0.0766613,0.0563855,0.0438023,0.0963948,0.0847318,0.341688,0.275316,0.756,0.764,bj2018,130.568,185.991,dered,8.94127,0.001677,8.24287,0.003215,1,,tycho2v3,tycho2b3,,1.38035039858429,1.23617065785885,48.8543929381907,-2.17531441384329,0.0394218283544956,0.0334742626530719,1,0,521980020
338,339733013,20190415,,8563-01174-1,157-010226,07232448-5841482,,J072324.44-584148.2,5485592673528401280,27361263,,STAR,tmgaia2,110.852069155288,-58.6967658732711,tmgaia2,-32.194,0.0387478,6.37989,0.0327929,gaia2,5.32424,0.0193111,gaia2,269.967633461211,-18.9843801669196,150.274463817641,-77.7036762865132,11.219,0.105,10.615,0.007,,,,,,,,,,,9.512,0.024,9.256,0.022,9.197,0.021,AAA-222-111-000-0-0,,9.143,0.023,9.192,0.02,9.155,0.027,9.111,,10.483,0.000246,10.0793,0.006,rered,spect,5905.84,105.221,4.22728,0.0751003,0.0378755,0.0458934,1.31852,0.0577387,1.07,0.1341,0.466796,0.0942483,DWARF,1.905429,0.075707,186.807,0.679,0.0566236,0.0103137251,173.0,0.0140083507,,,0.004781634,0.00909525,0.0115322,schlegel,0.108953,0.159248,0.0442779,0.0711995,0.0853805,0.103116,0.0633411,0.0868595,0.086869,0.064545,0.677,0.681,bj2018,105.052,105.39,spect,10.7992,0.000864,10.0311,0.000892,1,,tycho2v3,tycho2b3,,0.689249274272157,0.508640573913195,110.851802369743,-58.6967384045758,0.0176599136149668,0.0188828006328891,1,0,594216565
339,178284730,20190415,,5888-00206-1,348-004587,04013254-2027039,,J040132.54-202703.8,5094154336330994688,10193245,,STAR,tmgaia2,60.3856244742872,-20.4510863606971,tmgaia2,-18.6654,0.0508286,20.2759,0.0523841,gaia2,8.47488,0.0428674,gaia2,214.794228831979,-46.2540994179561,52.7263372627979,-40.1352853054743,11.862,0.203,11.118,0.014,,,,,,,,,,,9.609,0.026,9.24,0.024,9.165,0.03,AAA-222-111-000-0-0,,9.101,0.023,9.15,0.02,9.09,0.033,8.481,,10.8202,0.000812,10.3074,0.0061,rered,gaia2,5348.0,125.518,4.55066,0.0811729,,,0.844379,0.0442312,0.924,0.108329,1.53483,0.353554,DWARF,0.5254545,0.0171421,117.598,0.5975,0.0171096,0.0102832355,29.0,0.155450031,,,0.00241500139,0.00705687,0.0135096,panstarrs,0.104975,0.111684,0.0458704,0.042592,0.353519,0.35359,0.0811353,0.0812104,0.0147248,0.0195594,0.594,0.601,bj2018,132.201,118.835,dered,11.2514,0.001663,10.2629,0.001343,1,,tycho2v3,tycho2b3,,0.801139668505795,0.812403652246772,60.3855387032947,-20.4509990617035,0.0305015559638571,0.0270393569873748,1,0,524776090
340,279251651,20190415,33390.0,,155-008961,06563725-5910597,,,5480636002093933312,27326581,,STAR,tmgaia2,104.155226017859,-59.1832644919638,tmgaia2,-150.879,0.0496221,454.289,0.0602825,gaia2,23.3574,0.0270557,gaia2,269.288929321028,-22.413825845784,137.665815080892,-80.2426651191046,13.86,0.032,12.411,0.023,,,,,,,,,,,9.334,0.023,8.69,0.042,8.47,0.021,AAA-212-111-000-0-0,,,,,,,,,,11.6112,0.000413,10.5886,0.00736166,cdwrf,cdwrf,3726.0,157.0,4.68943,0.00974687,,,0.555239,0.0164604,0.549943,0.0202648,3.21276,0.167559,DWARF,0.05353355,0.012254687,42.76,0.04985,,,124.0,0.105331466,,,0.0138861593,,,,,,,,,,,,,,,,bj2018,,,cdwrf,12.6657,0.002398,10.6122,0.00153,1,,cdwrf,apassdr9,cooldwarfs_v8,0.884804940588299,0.934806060940445,104.153957960345,-59.1813085315944,0.023093179415071,0.0282616899605826,1,0,577878124
341,408159788,20190415,,0111-01105-1,486-010596,05134739+0703217,,J051347.43+070321.2,3241645571888331648,38365015,,STAR,tmgaia2,78.447514974169,7.05606330579472,tmgaia2,43.0911,0.0635252,-51.3118,0.0525881,gaia2,6.84867,0.041162,gaia2,194.77581149501,-18.0006747483844,78.0732249852664,-15.9061954935958,11.996,0.235,11.314,0.016,,,,,,,,,,,9.941,0.022,9.587,0.028,9.541,0.024,AAA-222-111-000-0-0,,9.489,0.023,9.52,0.021,9.5,0.04,8.796,,11.0963,0.000827,10.6152,0.0061,rered,gaia2,5567.0,136.003,4.57374,0.083542,,,0.84766,0.0441106,0.982,0.129021,1.6123,0.373187,DWARF,0.621759951,0.02522345,145.407,0.877,0.0258935,0.0133031,174.0,0.022252012,,,0.00161862373,0.0122566,0.0143496,panstarrs,0.146358,0.111684,0.0400658,0.0481553,0.410504,0.33587,0.105349,0.0617351,0.0244524,0.0259945,0.872,0.882,bj2018,137.617,134.39,dered,11.491,0.000977,10.5688,0.001218,1,,tycho2v3,tycho2b3,,0.987082346350577,0.815674057588465,78.4477019211518,7.05584238002454,0.0336060843800912,0.030179601903077,1,0,78155487
342,94986319,20190415,,5344-01206-1,379-008117,05272482-1416370,,J052724.80-141636.5,2984582227215748864,5231999,,STAR,tmgaia2,81.8534409082144,-14.276957593293,tmgaia2,-35.6868,0.0457975,50.4501,0.0644077,gaia2,13.3407,0.0361024,gaia2,216.793838650877,-24.937369569829,80.0406734828747,-37.4350153863793,10.735,0.076,9.931,0.006,,,,,,,,,,,8.547,0.02,8.219,0.033,8.071,0.018,AAA-111-111-000-0-0,,8.058,0.023,8.11,0.02,8.06,0.021,7.809,0.168,9.77776,0.000189,9.2711,0.006,gbprp,gaia2,5320.0,126.362,4.53273,0.0842052,,,0.860124,0.0494975,0.92,0.115758,1.44579,0.347709,DWARF,0.533904,0.0127254352,74.7969,0.2035,,,92.0,0.0246046185,,,0.004351806,,,,0.113794,0.117721,0.0455844,0.0534106,0.26743,0.427988,0.0638343,0.104576,0.00976327,0.0156876,0.2029,0.2041,bj2018,130.936,121.788,dered0,10.2034,0.00119,9.22653,0.001182,1,,tycho2v3,tycho2b3,,0.715807044741292,0.998821416105583,81.8532823599484,-14.2767403776359,0.0239456756493888,0.0316653862559689,1,0,544272238
343,117979455,20190415,,5892-01559-1,364-006132,04471277-1715109,,J044712.70-171511.8,2980377518655206784,7576668,,STAR,tmgaia2,71.8031570021026,-17.2530738359653,tmgaia2,-79.9951,0.0397448,-68.1978,0.0504592,gaia2,8.0032,0.0380547,gaia2,215.683227504634,-35.0093460071968,67.3416353320959,-39.2717508269899,10.036,0.049,9.512,0.003,,,,,,,,,,,8.391,0.023,8.079,0.044,8.017,0.02,AAA-111-111-000-0-0,,7.971,0.024,8.008,0.021,7.984,0.02,7.954,0.175,9.36422,0.000168,8.96,0.006,rered,gaia2,5999.0,127.005,4.22338,0.0805575,,,1.34655,0.0635125,1.106,0.148953,0.452993,0.100847,DWARF,2.11569238,0.0701537,124.504,0.5945,0.012476,0.00374917,54.0,2.0369153,,,0.00178085559,0.00310751,0.00439083,panstarrs,0.113718,0.184189,0.0827442,0.0442809,0.102574,0.0991198,0.0901097,0.0710052,0.0690182,0.0712892,0.592,0.597,bj2018,94.1531,159.856,dered,9.68129,0.00104,8.91307,0.000847,1,,tycho2v3,tycho2b3,,0.623402071423865,0.782406567631051,71.8027963509035,-17.2533674657059,0.0196060436853367,0.0212625690461449,1,0,528638922
344,43647325,20190415,,4762-00714-1,419-007856,05041962-0613473,,J050419.64-061347.2,3211188618762023424,3011964,,STAR,tmgaia2,76.0818017192376,-6.22982670261064,tmgaia2,20.6638,0.0640072,10.8219,0.0557802,gaia2,4.91668,0.0408566,gaia2,206.016377201522,-26.6205756636435,74.1483747832841,-28.9064261874594,11.548,0.158,10.939,0.011,,,,,,,,,,,9.887,0.03,9.598,0.023,9.525,0.021,AAA-222-111-000-0-0,,9.482,0.022,9.525,0.021,9.53,0.045,8.337,,10.8531,0.000478,10.4408,0.0061,rered,spect,6072.0,125.104,4.41206,0.0828752,-0.05,0.05,1.09774,0.0531332,1.135,0.154188,0.858011,0.196322,DWARF,1.47578752,0.0668531,202.218,1.6835,0.0299855,0.00964555,67.0,0.0152036939,,,0.0013896412,0.007147,0.0121441,panstarrs,0.136446,0.17193,0.048491,0.0577754,0.189045,0.203599,0.0773643,0.0883861,0.0627825,0.0709237,1.669,1.698,bj2018,96.9063,153.302,spect,11.1773,0.001009,10.3929,0.000849,1,,tycho2v3,tycho2b3,,0.994047660947236,0.865039560642693,76.081891216896,-6.22978010832613,0.0305035360444654,0.0277887191013503,1,0,535816966
345,117979694,20190415,,5895-00145-1,362-006356,04474112-1744423,,J044741.10-174442.1,2980298010220642432,7577105,,STAR,tmgaia2,71.9213357181593,-17.7450887445122,tmgaia2,-13.7623,0.0359216,19.5672,0.0435449,gaia2,9.61528,0.0314203,gaia2,216.293201846472,-35.0828471378774,67.3834609129935,-39.7754781000895,12.473,0.242,11.35,0.024,,,,,,,,,,,9.705,0.024,9.328,0.024,9.215,0.021,AAA-222-111-000-0-0,,9.158,0.023,9.207,0.02,9.112,0.028,8.896,0.417,11.0702,0.00082,10.5094,0.0062,rered,gaia2,5059.0,122.898,4.61457,0.0890881,,,0.750197,0.0456131,0.845,0.107965,2.00139,0.501593,DWARF,0.332126766,0.009524685,103.69,0.3405,0.007638,0.00393172,54.0,0.007856988,,,0.00259974157,0.00311986,0.00474358,panstarrs,0.10098,0.11495,0.0456568,0.0455693,0.451468,0.551719,0.0961861,0.0819902,0.00933755,0.00971182,0.339,0.342,bj2018,100.355,145.441,dered,11.5579,0.002551,10.4658,0.001475,1,,tycho2v3,tycho2b3,,0.563830401375573,0.675234283479595,71.921273503771,-17.7450044968547,0.0184646133623817,0.019730741618094,1,0,528639161
