,TIC ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
680,310009611,20190415,49678.0,8191-02402-1,199-041502,10082836-5018265,,J100828.34-501826.8,5406632860905130112,24639106,,STAR,tmgaia2,152.118203202104,-50.3073723625876,tmgaia2,-25.1273,0.0496541,-30.379,0.0491867,gaia2,8.65998,0.0329721,gaia2,278.213648650971,4.5765519990709,183.249889676077,-55.56729491998,10.7,0.028,10.09,0.03,,,,,,,,,,,8.999,0.024,8.635,0.036,8.614,0.019,AAA-212-111-000-0-0,,8.572,0.022,8.614,0.02,8.581,0.022,8.498,0.233,9.94453,0.00063,9.529,0.006,rered,gaia2,5975.0,132.367,4.50154,0.0780444,,,0.974901,0.0458467,1.1,0.143176,1.18716,0.253507,DWARF,1.09135914,0.0406492,115.091,0.44,0.0239862,0.0100890351,1357.0,0.0636142641,,,0.0003860395,0.0105075,0.00967057,schlegel,0.132487,0.153865,0.0374869,0.0542065,0.261694,0.245321,0.0922645,0.0638243,0.0529266,0.0283718,0.438,0.442,bj2018,144.863,119.872,dered,10.2786,0.001398,9.48805,0.001269,1,,hipvmag,apassdr9,,0.850660147697348,0.762866232187452,152.1180338076,-50.3075031611836,0.02578641697707,0.0268422371283898,1,0,704900911
681,359271092,20190415,45908.0,8940-02067-1,149-024267,09213761-6016551,,,5299440441521812992,,,STAR,tmgaia2,140.406672460513,-60.2819530013263,tmgaia2,-840.114,0.0564286,182.09,0.0623297,gaia2,95.6279,0.0284141,gaia2,279.587481356848,-7.30432784434914,188.278729843306,-67.2924362996124,10.924,0.047,9.49,0.1,,,,,,,,,,,6.442,0.023,5.793,0.033,5.587,0.021,AAA-111-111-000-0-0,,,,,,,,,,8.67538,0.000559,7.66874,0.00730143,cdwrf,cdwrf,3745.0,157.0,4.71536,0.00891493,,,0.525276,0.0155831,0.522473,0.0202738,3.60497,0.181157,DWARF,0.0488964245,0.0111528672,10.454,0.00315,,,1299.0,0.0317084379,,,0.02500772,,,,,,,,,,,,,,,,bj2018,,,cdwrf,9.7222,0.001027,7.69223,0.001156,1,,cdwrf,tycho2b3,cooldwarfs_v8,1.01168468431578,0.966531459377161,140.399375865288,-60.2811692027377,0.0245430866937826,0.0285281192618993,1,0,674977410
682,373424049,20190415,,8584-03189-1,185-032096,09201362-5307107,,J092013.62-530710.8,5311609320829656704,,,STAR,tmgaia2,140.056775122065,-53.1196807073873,tmgaia2,2.65428,0.0626969,-0.908519,0.0616838,gaia2,4.37169,0.0354357,gaia2,274.346422064857,-2.39723617020371,175.608314744382,-62.5176592734976,8.916,0.03,8.758,0.003,,,,,,,,,,,8.448,0.021,8.434,0.042,8.381,0.031,AAA-111-111-000-0-0,,8.318,0.022,8.34,0.019,8.379,0.023,8.382,0.245,8.72854,0.000283,8.6333,0.006,rered,gaia2,8508.0,155.514,4.24408,0.0734438,,,1.82039,0.052809,2.12,0.313598,0.351435,0.0629308,DWARF,15.6434393,0.885889,227.265,1.844,0.054672,0.00977215,2294.0,0.222477853,,,0.000244498457,0.0108774,0.0086669,schlegel,0.246788,0.380408,0.0426241,0.062994,0.0579322,0.0679294,0.0806779,0.0662097,0.944969,0.826809,1.83,1.858,bj2018,145.181,165.847,dered,8.82003,0.000824,8.60096,0.001381,1,,tycho2v3,tycho2b3,,1.08688898822854,0.956739946556259,140.056794164364,-53.1196846190679,0.0305958172992222,0.035017406461125,1,0,675014358
683,434486077,20190415,,,333-062623,10261746-2330290,,J102617.45-233029.0,5474479943865843456,11064213,,STAR,tmgaia2,156.572794437325,-23.5080497213979,tmgaia2,-31.6883,0.0649405,-2.99167,0.0593826,gaia2,1.53659,0.034517,gaia2,264.828091869935,28.422312933677,168.196320827183,-30.7296027638053,16.249,0.044,15.283,0.195,,,,,,,,,,,13.548,0.029,13.134,0.035,13.087,0.044,AAA-222-111-000-0-0,,12.9,0.024,12.983,0.027,12.207,,8.626,,14.9812,0.000356,14.3858,0.0073,rered,gaia2,4966.0,122.0,4.51972,,,,0.824288,,0.82,,1.46412,,DWARF,0.3722882,,638.972,14.2035,0.0316136,0.006868915,,,,,,0.00898062,0.00475721,panstarrs,,,,,,,,,,,13.894,14.513,bj2018,,,dered,15.4939,0.002102,14.3294,0.001399,1,,ucac4,apassdr9,,1.02835424951981,0.920781487991841,156.572645653099,-23.5080626022701,0.0211561110838846,0.0254285561992798,1,0,716579569
684,437242640,20190415,,6636-00540-1,331-063761,11013589-2351382,,J110135.86-235139.0,3537110833333561728,11101456,,STAR,tmgaia2,165.399574541528,-23.8606624132597,tmgaia2,-43.8996,0.0686849,-65.7939,0.0692542,gaia2,7.54178,0.0484137,gaia2,272.918586133077,32.5319037963388,176.727490325103,-27.5701597490179,11.055,0.126,10.285,0.009,,,,,,,,,,,9.172,0.026,8.842,0.042,8.792,0.021,AAA-112-111-000-0-0,,8.715,0.023,8.761,0.021,8.712,0.027,8.859,0.408,10.2046,0.000237,9.7566,0.0061,rered,spect,5694.0,136.477,4.35423,0.0838534,0.04,0.1,1.10901,0.0643065,1.014,0.12983,0.74341,0.169115,DWARF,1.16476345,0.0559108,132.096,0.8515,0.0293184,0.01432905,63.0,0.000664895,,,0.00210871687,0.0108824,0.0177757,panstarrs,0.113105,0.146556,0.0480377,0.0805754,0.186622,0.151608,0.0958106,0.0718962,0.0467228,0.0650988,0.846,0.857,bj2018,118.465,154.49,spect,10.5652,0.001344,9.71012,0.000828,1,,tycho2v3,tycho2b3,,1.08862716634074,1.07402890695788,165.399367865119,-23.8609456926916,0.033217835020363,0.0355590311051582,1,0,740272340
685,444842193,20190415,,8602-01360-1,174-039704,09510188-5519058,,J095101.84-551905.7,5307756013606927616,27677085,,STAR,tmgaia2,147.757831865465,-55.3182733898957,tmgaia2,-52.2225,0.0495889,-5.86173,0.0532892,gaia2,5.67322,0.0321618,gaia2,279.157868655402,-1.0033554098395,185.76416449695,-61.071279215213,11.591,0.134,11.031,0.009,,,,,,,,,,,9.957,0.024,9.612,0.024,9.53,0.019,AAA-222-111-000-0-0,,9.417,0.023,9.458,0.02,9.472,0.038,8.724,,10.9924,0.000517,10.5488,0.006,rered,gaia2,5881.0,126.666,4.49123,0.0741786,,,0.972998,0.0456433,1.07,0.131911,1.16158,0.233709,DWARF,1.02028906,0.03805175,175.381,0.9965,0.0445939,0.0104255,1975.0,0.253340155,,,0.00022043736,0.010127,0.010724,schlegel,0.13906,0.124761,0.0529925,0.038294,0.159165,0.308252,0.0560256,0.0923316,0.0420041,0.0340994,0.991,1.002,bj2018,132.764,120.569,dered,11.3461,0.00098,10.4999,0.000583,1,,tycho2v3,tycho2b3,,0.868180900034113,0.826446882797109,147.757436716,-55.3182986285377,0.0258675421641712,0.0276982776052585,1,0,693676130
686,167418903,20190415,,9177-00082-1,112-012172,06382899-6738563,,J063828.98-673856.2,5280337144228825472,32020181,,STAR,tmgaia2,99.620831182332,-67.6489776563274,tmgaia2,-3.15915,0.0425603,6.5153,0.0381639,gaia2,4.23702,0.0190406,gaia2,277.908125919491,-26.1579239887443,200.608597397877,-86.106598397155,13.044,0.339,11.807,0.039,,,,,,,,,,,10.71,0.023,10.355,0.022,10.276,0.021,AAA-222-111-000-0-0,,10.248,0.023,10.276,0.02,10.211,0.033,9.377,,11.8382,0.000219,11.3786,0.006,rered,spect,5614.89,125.952,4.47123,0.0763184,-0.159866,0.1,0.957719,0.0512412,0.99,0.122522,1.12699,0.245627,DWARF,0.821365237,0.030701,234.418,1.0545,0.0303625,0.01048235,162.0,1.62880933,,,0.00286832522,0.0101035,0.0108612,schlegel,0.113655,0.131389,0.0450146,0.0574678,0.253592,0.237662,0.0875382,0.0650985,0.0259074,0.0354946,1.05,1.059,bj2018,140.502,111.403,spect,12.2041,0.001121,11.3259,0.000568,1,,tycho2v3,tycho2b3,,0.794328967813257,0.591856306665736,99.6207954142165,-67.648949604345,0.0196309625349954,0.0193334878850877,1,0,569556997
687,15445551,20190415,,8633-00394-1,186-081617,12211792-5250269,,J122117.95-525027.1,6077185317188247936,26578757,,STAR,tmgaia2,185.324691810559,-52.8408331935699,tmgaia2,-1.35623,0.0408966,3.91856,0.039809,gaia2,3.32313,0.039888,gaia2,298.322153417501,9.76094318051896,211.492205497652,-45.1454936513917,11.365,0.095,10.727,0.006,,,,,,,,,,,9.832,0.026,9.593,0.027,9.552,0.025,AAA-222-111-000-0-0,,9.4,0.023,9.426,0.02,9.336,0.027,8.795,0.274,10.7091,0.000307,10.349,0.006,rered,gaia2,6458.0,133.326,4.16463,0.0881669,,,1.56803,0.0719699,1.31,0.203274,0.339791,0.0805063,DWARF,3.85294938,0.2124565,298.392,3.579,0.0524439,0.0103631048,952.0,0.2322198,,,9.759879e-05,0.0112818,0.00944441,schlegel,0.170056,0.236492,0.0905603,0.0533794,0.0805542,0.0804585,0.0853979,0.0909359,0.176066,0.248847,3.536,3.622,bj2018,109.279,157.372,dered,10.9837,0.000681,10.2989,0.000507,1,,tycho2v3,tycho2b3,,0.708117437538464,0.617500173766165,185.324682143305,-52.8408163219924,0.0202602944233522,0.0238478519157255,1,0,797075043
688,104024556,20190415,,7258-01214-1,273-066805,13041053-3532582,,J130410.51-353258.2,6154982877299042944,18496676,,STAR,tmgaia2,196.043891931091,-35.54953364705,tmgaia2,-18.6582,0.121099,1.03682,0.0745839,gaia2,2.33416,0.0588558,gaia2,305.846005641819,27.2501317413071,209.232054175928,-26.3584443155781,10.926,0.095,10.517,0.007,,,,,,,,,,,9.929,0.022,9.827,0.028,9.76,0.021,AAA-222-111-000-0-0,,9.727,0.023,9.751,0.02,9.7,0.037,9.298,,10.5786,0.000402,10.3182,0.006,rered,gaia2,7081.0,129.061,4.05736,0.0835503,,,1.94225,0.0844824,1.57,0.260657,0.214282,0.0472481,DWARF,8.544404,0.587115,423.552,10.6475,0.0405407,0.01050462,176.0,0.223850191,,,0.000602556858,0.0124422,0.00856704,schlegel,0.190296,0.331019,0.0844427,0.0845221,0.0383939,0.0561022,0.0603436,0.106757,0.633744,0.540486,10.385,10.91,bj2018,147.03,111.093,dered,10.7731,0.001362,10.2729,0.00084,1,,tycho2v3,tycho2b3,,1.97197568943353,1.15668842068358,196.043793193855,-35.5495291830041,0.0577994433722188,0.0384117117331544,1,0,831361476
689,5868998,20190415,,,332-065154,12310773-2346247,,J123107.70-234625.0,3501271053530782080,11178132,,STAR,tmgaia2,187.782153783409,-23.7735638909043,tmgaia2,-35.2357,0.193128,-35.0438,0.109809,gaia2,4.28273,0.0989079,gaia2,296.961584370898,38.8626327319734,196.816836623963,-18.6972037566888,17.449,0.311,15.887,0.166,,,,,,,,,,,12.231,0.029,11.574,0.029,11.275,0.023,AAA-222-111-000-0-0,,11.128,0.021,11.057,0.021,10.848,0.128,8.514,,14.9909,0.000873,13.9372,0.0069,rered,gaia2,3644.0,122.0,4.37169,,,,0.783601,,0.527,,1.09528,,DWARF,0.09754357,,232.123,5.3735,0.0486418,0.01349835,,,,,,0.0118014,0.0151953,panstarrs,,,,,,,,,,,5.251,5.496,bj2018,,,dered,16.2011,0.005391,13.8243,0.009399,1,,cdwrf,apassdr9,,3.06028825522835,1.70335045688902,187.781988007345,-23.7737147740193,0.0859076563831324,0.0668155627363052,1,0,804888748
690,14614418,20190415,,,305-067648,11354977-2909216,,J113549.78-290921.7,3483636295772522880,14359194,,STAR,tmgaia2,173.957404624831,-29.1560427665128,tmgaia2,3.17931,0.0463019,-4.90387,0.0349929,gaia2,1.57358,0.0400934,gaia2,283.686557895714,30.8745212599626,187.183040333982,-28.9178745054289,14.83,0.031,14.188,0.08,,,,,,,,,,,12.736,0.026,12.382,0.028,12.289,0.028,AAA-222-111-000-0-0,,12.29,0.023,12.334,0.024,12.194,0.432,8.855,,13.8786,0.000613,13.3898,0.0075,rered,gaia2,5670.0,122.0,4.42812,,,,1.01656,,1.01,,0.961446,,DWARF,0.9622574,,624.368,15.7565,0.0630974,0.00698445,,,,,,0.00867117,0.00529773,panstarrs,,,,,,,,,,,15.366,16.147,bj2018,,,dered,14.2731,0.001836,13.3365,0.001699,1,,ucac4,apassdr9,,0.741988138007085,0.542542800138333,173.957420299578,-29.1560638803986,0.0254016229926145,0.0128775821076871,1,0,763372251
691,14661418,20190415,,,303-069108,11360233-2932359,,J113602.36-293236.0,3483606402800185728,14856125,,STAR,tmgaia2,174.00974595547,-29.5433215393745,tmgaia2,24.9212,0.0416441,-9.90664,0.0317409,gaia2,4.3283,0.0301605,gaia2,283.887374758702,30.5248780153325,187.430177360057,-29.2425557538464,14.493,0.071,13.397,0.092,,,,,,,,,,,11.556,0.023,11.006,0.022,10.942,0.019,AAA-222-111-000-0-0,,10.899,0.023,10.974,0.021,10.768,0.088,8.802,,13.1225,0.00044,12.4806,0.006,rered,spect,4724.49,123.83,4.51836,0.0942904,0.024189,0.0782272,0.793235,0.0582462,0.757,0.0889309,1.51667,0.416135,DWARF,0.2824345,0.01576755,229.518,1.601,0.029673,0.01422663,113.0,0.004143114,,,0.0006063423,0.00965456,0.0187987,panstarrs,0.0875017,0.09036,0.0504492,0.0660432,0.388399,0.443872,0.106098,0.0824828,0.010831,0.0207041,1.59,1.612,bj2018,125.35,122.31,spect,13.6931,0.001151,12.424,0.000709,1,,ucac4,apassdr9,,0.667910012848323,0.492131031068102,174.00986929075,-29.5433641930207,0.022039870724861,0.0120309884278334,1,0,764773094
692,61538902,20190415,,7749-00508-1,240-053195,11451175-4203501,,J114511.76-420350.1,5380888758195682944,20596407,,STAR,tmgaia2,176.298984140924,-42.0639506459746,tmgaia2,11.6704,0.0477996,-1.59269,0.0373937,gaia2,3.28882,0.0365092,gaia2,289.988935681793,19.1369277897988,196.718571156755,-39.3264547926907,12.326,0.299,12.179,0.025,,,,,,,,,,,10.725,0.023,10.471,0.022,10.412,0.023,AAA-222-111-000-0-0,,10.364,0.023,10.372,0.021,10.417,0.063,9.026,,11.8127,0.000232,11.3743,0.006,rered,gaia2,5977.0,132.464,4.37497,0.0803111,,,1.12783,0.0532764,1.1,0.145172,0.766755,0.165784,DWARF,1.46257544,0.06573135,301.462,3.3435,0.0589459,0.00949555,226.0,0.06320312,,,0.0007655875,0.0081967,0.0107944,schlegel,0.139817,0.150527,0.0523538,0.054199,0.110525,0.221044,0.0588582,0.101764,0.0757757,0.055687,3.307,3.38,bj2018,116.618,148.311,dered,12.1563,0.001073,11.3205,0.000703,1,,tycho2v3,tycho2b3,,0.794216411381823,0.579874230097348,176.299051823742,-42.0639575034098,0.0264792275357537,0.0177549600244458,1,0,770332960
693,61988212,20190415,,,213-065911,11521787-4735002,,J115217.86-473500.2,5371545005308311424,23078972,,STAR,tmgaia2,178.074485499147,-47.583392448301,tmgaia2,-5.92282,0.126771,-5.05206,0.0889435,gaia2,1.65123,0.0953935,gaia2,292.708497711126,14.1109787823795,202.036567743139,-43.3422906151739,15.722,0.07,15.052,0.275,,,,,,,,,,,13.546,0.026,13.172,0.029,13.13,0.033,AAA-222-111-000-0-0,,13.111,0.024,13.128,0.026,12.252,,9.008,,14.7833,0.000344,14.3042,0.0061,rered,gaia2,5721.0,122.0,4.85183,,,,0.627218,,1.02,,4.13376,,DWARF,0.3796812,,597.747,35.053,0.0607576,0.001861565,,,,,,0.00181879,0.00190434,schlegel,,,,,,,,,,,33.04,37.066,bj2018,,,dered,15.157,0.001264,14.2399,0.001047,1,,ucac4,apassdr9,,2.14859191745273,1.37931107226173,178.074447692756,-47.5834142002324,0.0702059613596292,0.0435225387095874,1,0,776108723
694,72985822,20190415,,,238-060232,12371132-4224490,,J123711.31-422449.0,6145835898336162688,20689271,,STAR,tmgaia2,189.297189266125,-42.4136095309073,tmgaia2,-13.0272,0.0825893,-6.37719,0.164337,gaia2,1.97961,0.0531073,gaia2,300.126959129666,20.3805197491746,207.403491269979,-34.8462447643903,13.379,0.036,12.762,0.08,,,,,,,,,,,11.662,0.026,11.399,0.022,11.333,0.023,AAA-222-111-000-0-0,,11.285,0.023,11.306,0.021,11.17,0.107,9.249,,12.6543,0.000235,12.2397,0.006,rered,spect,6096.08,115.798,4.31783,0.0791233,0.188862,0.068938,1.22623,0.0632462,1.14,0.14759,0.618291,0.135069,DWARF,1.87084937,0.124721,498.36,13.3015,0.0671622,0.01065754,252.0,0.05900552,,,0.000369346235,0.0120208,0.00929428,schlegel,0.121211,0.173968,0.0632889,0.0632035,0.118458,0.151679,0.079122,0.0791245,0.115164,0.134278,12.953,13.65,bj2018,123.82,107.775,spect,12.9747,0.001122,12.1849,0.000994,1,,ucac4,apassdr9,,1.3736343051651,2.54806545045167,189.297113294701,-42.4136369882784,0.0375466152013031,0.0654979452596206,1,0,809416955
695,73228647,20190415,61820.0,7783-02026-1,229-063280,12400877-4418432,,J124008.78-441843.3,6133384959942131968,20694488,,STAR,tmgaia2,190.036585958339,-44.3120187985904,tmgaia2,-3.72326,0.0967444,-13.6843,0.123316,gaia2,9.37852,0.0631841,gaia2,300.802155199057,18.5130299899737,209.107024324609,-36.2505307469578,10.675,0.024,10.09,0.03,,,,,,,,,,,8.903,0.037,8.594,0.063,8.502,0.024,AAA-112-111-000-0-0,,8.441,0.023,8.493,0.02,8.446,0.02,8.156,0.17,9.91036,0.000452,9.4628,0.006,rered,gaia2,5768.0,134.069,4.46258,0.0762092,,,0.986649,0.0502011,1.03,0.135847,1.07238,0.224217,DWARF,0.9707804,0.03567445,106.307,0.7195,0.0240269,0.0102089252,341.0,0.06597068,,,0.00313784624,0.0111444,0.00927345,schlegel,0.133504,0.138191,0.0535714,0.0468307,0.188295,0.260138,0.0969539,0.0554646,0.0310936,0.0402553,0.715,0.724,bj2018,156.196,111.942,dered,10.2722,0.001341,9.41796,0.001233,1,,hipvmag,apassdr9,,1.61973281286423,1.91210767195835,190.03656355489,-44.3120777171069,0.0455671854454988,0.0520906398306448,1,0,812527767
696,73649615,20190415,,,223-068197,12482523-4528140,,J124825.00-452813.7,6129327525817451648,23221593,,STAR,tmgaia2,192.105066451898,-45.4705966892821,tmgaia2,-216.372,0.0662799,29.2085,0.0661384,gaia2,11.5755,0.0419213,gaia2,302.377518864842,17.3979024815051,211.397267545893,-36.5530566748838,16.102,0.057,14.607,0.018,,,,,,,,,,,11.138,0.026,10.517,0.025,10.274,0.021,AAA-222-111-000-0-0,,10.159,0.023,10.089,0.021,10.027,0.05,8.388,,13.6961,0.000539,12.5554,0.00738037,cdwrf,cdwrf,3533.0,157.0,4.73074,0.00842225,-0.475514,0.0826626,0.507628,0.0151246,0.505544,0.020319,3.86476,0.190309,DWARF,0.03617099,0.00862885453,86.1759,0.31365,,,353.0,0.307333559,,,0.00118690741,,,,,,,,,,,,,,0.3126,0.3147,bj2018,,,cdwrf,14.9251,0.004517,12.5991,0.001605,1,,cdwrf,apassdr9,cooldwarfs_v8,1.11448593423829,1.02551214720436,192.103738012403,-45.4704709381608,0.0365381352170998,0.0274314232342695,1,0,818631582
697,130924120,20190415,,7242-01598-1,273-064695,12315870-3533177,,J123158.74-353316.5,6157753406084087168,18444726,,STAR,tmgaia2,187.994589099179,-35.5549137869729,tmgaia2,47.9354,0.0733982,107.175,0.103118,gaia2,16.5436,0.0547893,gaia2,298.484881832725,27.14874910927,202.585004238318,-29.2415077966929,10.56,0.059,9.743,0.004,,,,,,,,,,,8.35,0.027,7.976,0.04,7.874,0.021,AAA-111-111-000-0-0,,7.812,0.027,7.876,0.02,7.83,0.019,7.674,0.126,9.55369,0.000308,9.0498,0.006,gbprp,gaia2,5335.0,118.104,4.63533,0.0794905,,,0.7643,0.041005,0.92,0.11236,2.06061,0.451157,DWARF,0.426344365,0.009784785,60.3418,0.201,,,144.0,0.00364753744,,,0.005515322,,,,0.108696,0.116024,0.0300578,0.0519523,0.4256,0.476714,0.088659,0.0703219,0.00920217,0.0103674,0.2003,0.2017,bj2018,116.288,119.919,dered0,9.97575,0.001468,9.00463,0.001227,1,,tycho2v3,tycho2b3,,1.1952553777283,1.59889826391328,187.99484278531,-35.5544523393182,0.0358042390329879,0.0426622327578541,1,0,804933280
698,131081852,20190415,,7251-00658-1,291-069210,12390294-3159318,,J123902.92-315932.0,6160330558260215936,16205628,,STAR,tmgaia2,189.762266348388,-31.9921502486101,tmgaia2,-19.0,2.5,-26.8,2.4,tycho2,,,,299.873643049083,30.8060196830502,202.293057702478,-25.3965884585643,11.26,0.089,10.434,0.006,,,,,,,,,,,9.357,0.023,9.073,0.027,8.937,0.021,AAA-222-111-000-0-0,,8.869,0.024,8.931,0.021,8.851,0.025,8.831,0.368,10.423,0.000372,9.9575,0.006,gbprp,splin,6072.0,,,,,,1.26126,,,,,,DWARF,,,154.532,,,,106.0,0.0255380981,,,0.00150298525,,,,,,,,,,,,,,,,,,,dered,10.7963,0.001307,9.90494,0.001298,0,,tycho2v3,tycho2b3,,40.3219073971548,37.2121401951628,189.7621698933,-31.992265637536,0.913883298760313,0.95046194266471,1,0,810983698
699,152147232,20190415,,7730-00223-1,253-050722,11193831-3927436,,J111938.27-392743.6,5395959695358663296,18350474,,STAR,tmgaia2,169.909660187219,-39.4621176187382,tmgaia2,-33.3818,0.0477378,8.6437,0.0422272,gaia2,1.90955,0.0325991,gaia2,284.240529693687,20.0545752628217,189.611077989651,-39.5630211841635,13.05,0.369,12.322,0.026,,,,,,,,,,,11.064,0.029,10.845,0.029,10.758,0.024,AAA-222-111-000-0-0,,10.646,0.023,10.675,0.02,10.63,0.083,9.238,,12.0565,0.000281,11.6713,0.006,rered,gaia2,6402.0,127.887,4.17503,0.0875755,,,1.53153,0.0710427,1.28,0.205272,0.356313,0.0819497,DWARF,3.54984355,0.2071065,516.041,8.7495,0.0774272,0.01022473,210.0,0.192555562,,,0.000388160261,0.0121802,0.00826926,schlegel,0.14756,0.262985,0.0808583,0.0612271,0.0983894,0.0655101,0.100116,0.0750349,0.19287,0.221343,8.604,8.895,bj2018,135.192,120.583,dered,12.348,0.001053,11.6143,0.000853,1,,tycho2v3,tycho2b3,,0.78649059680756,0.654874699007784,169.90947402294,-39.4620804029557,0.0251327251880125,0.0215022448589731,1,0,752567501
700,162362398,20190415,,7738-00335-1,230-054894,11173948-4401016,,J111739.45-440101.5,5377022016318687744,20558340,,STAR,tmgaia2,169.414496635801,-44.0171244830727,tmgaia2,-18.637,0.0736217,8.55763,0.0635176,gaia2,1.50855,0.0517175,gaia2,285.643337196236,15.6838870083681,192.382881996964,-43.6366567831928,11.087,0.091,10.629,0.006,,,,,,,,,,,10.302,0.027,10.216,0.024,10.194,0.024,AAA-222-111-000-0-0,,10.139,0.023,10.157,0.02,10.108,0.051,9.139,,10.7838,0.000592,10.6171,0.0061,rered,gaia2,8025.0,145.335,4.00339,0.0820697,,,2.29741,0.105799,1.94,0.310494,0.159987,0.035375,DWARF,19.72209,1.677435,651.263,22.129,0.0839707,0.01049209,312.0,0.166721329,,,0.0004612435,0.00781448,0.0131697,schlegel,0.217331,0.403657,0.0948502,0.116748,0.0266681,0.0440818,0.111873,0.0522664,1.70585,1.64902,21.391,22.867,bj2018,162.543,128.128,dered,10.9171,0.000926,10.5727,0.000682,1,,tycho2v3,tycho2b3,,1.23139526491332,0.985048568134556,169.414385053195,-44.0170876377753,0.0373268011437822,0.0321797741461903,1,0,751248463
701,165317334,20190415,,,260-058630,11570326-3806169,,J115703.16-380617.1,3460168250866990848,18396429,,STAR,tmgaia2,179.263608183583,-38.1047152423581,tmgaia2,-111.607,0.0518981,-18.2783,0.0343638,gaia2,14.9378,0.0402036,gaia2,291.292200255801,23.5347596061147,196.708868441311,-34.7642775780004,13.776,0.069,12.248,0.046,,,,,,,,,,,9.771,0.026,9.149,0.027,8.977,0.021,AAA-222-111-000-0-0,,8.851,0.022,8.889,0.02,8.781,0.025,8.284,,11.7501,0.000728,10.9217,0.0061,gbprp,gaia2,4015.0,121.544,4.56633,0.120609,,,0.68476,0.0702512,0.63,0.0791937,1.96212,0.700086,DWARF,0.109777451,0.00930202,66.8154,0.1808,,,177.0,0.049936235,,,0.00211665756,,,,0.0725059,0.0858816,0.0702814,0.0702211,0.729305,0.670866,0.124893,0.116326,0.00929275,0.00931129,0.1803,0.1813,bj2018,114.979,128.108,dered0,12.6043,0.002624,10.864,0.001185,1,,ucac4,apassdr9,,0.851645783725123,0.533039627931812,179.262997509079,-38.1047939421751,0.0321123036518345,0.0206651192223628,1,0,779180341
702,178709444,20190415,,,211-057436,11041818-4749169,,J110417.99-474917.4,5362352744504000256,22985530,,STAR,tmgaia2,166.075762910313,-47.8213908465722,tmgaia2,-159.157,0.06986,-24.5147,0.0671511,gaia2,10.1292,0.0441301,gaia2,284.961532108938,11.2772164841311,192.671741691424,-48.0883652713363,17.891,,16.0,0.2,,,,,,,,,,,11.999,0.026,11.348,0.028,11.084,0.027,AAA-222-111-000-0-0,,10.879,0.023,10.77,0.021,10.574,0.069,9.307,,14.9535,0.000471,13.6615,0.00734244,cdwrf,cdwrf,3296.0,157.0,4.8023,0.0053483,,,0.426785,0.0130268,0.421357,0.020525,5.42029,0.232366,DWARF,0.0193669759,0.004900267,98.4458,0.4309,,,514.0,0.0501818731,,,0.0008205049,,,,,,,,,,,,,,0.4291,0.4327,bj2018,,,cdwrf,16.5039,0.003074,13.7388,0.00141,1,,cdwrf,apassdr9,cooldwarfs_v8,1.18492464953916,1.0413230318708,166.074742334745,-47.8214964004985,0.0322762685704283,0.0316462265741418,1,0,743005716
703,178819686,20190415,,,252-056134,12575245-3945275,,J125752.37-394528.5,6140553127216043648,18487092,,STAR,tmgaia2,194.468528679652,-39.7576961495355,tmgaia2,-76.9016,0.072572,-84.8168,0.0546938,gaia2,10.4837,0.0495219,gaia2,304.276635017484,23.0972461571971,210.049221836796,-30.6882515211884,10.855,0.028,10.265,0.023,,,,,,,,,,,8.858,0.029,8.554,0.023,8.49,0.021,AAA-112-111-000-0-0,,8.422,0.023,8.476,0.019,8.423,0.02,8.518,0.211,9.99915,0.000237,9.5275,0.006,gbprp,gaia2,5521.0,121.673,4.50985,0.0765801,,,0.906761,0.0467135,0.97,0.114611,1.30105,0.28892,DWARF,0.688258,0.0175268,95.1274,0.45155,,,219.0,0.02126365,,,0.00334973074,,,,0.11829,0.110931,0.0583829,0.0350442,0.312558,0.265282,0.0951601,0.0580001,0.0203536,0.0147,0.4495,0.4536,bj2018,85.339,158.007,dered0,10.3832,0.00046,9.4791,0.001231,1,,ucac4,apassdr9,,1.19697545079797,0.848069674058723,194.468097978438,-39.7580613337788,0.0446898394695897,0.0231408101167148,1,0,825085227
